x,y,z,id,xi,xv,jvx,jix,xie,xve,Di,Dv,K0_dist,super_saturation,void_nucleation_rate
0,0,0,0,0,3.7e-11,-2.2477374195039e-13,-2.247737443709e-13,0,3.7e-11,1,0.000181,1.6794355318317e-18,1,4.3037883693406e-07
1,0,0,1,2.2138487026105e-13,1.2601208168127e-09,-2.1799599438583e-13,-2.1799599680064e-13,0,3.7e-11,1,0.000181,4.474782485707e-18,0.99999963895001,4.3037799543418e-07
2,0,0,2,4.3373275236973e-13,2.433313522354e-09,-2.089590142016e-13,-2.089590166007e-13,0,3.7e-11,1,0.000181,1.1455360014475e-17,0.99999927972778,4.3037715819561e-07
3,0,0,3,6.370436747047e-13,3.556578273463e-09,-1.9992206873314e-13,-1.9992207110731e-13,0,3.7e-11,1,0.000181,2.8175639131026e-17,0.99999892371225,4.3037632843221e-07
4,0,0,4,8.3131768156477e-13,4.6299153149352e-09,-1.9088517304711e-13,-1.9088517538724e-13,0,3.7e-11,1,0.000181,6.658356291448e-17,0.99999857227104,4.3037550933142e-07
5,0,0,5,1.0165548309346e-12,5.6533249671778e-09,-1.8184834001314e-13,-1.8184834231022e-13,0,3.7e-11,1,0.000181,1.5117796877966e-16,0.9999982267549,4.3037470404135e-07
6,0,0,6,1.1927551923498e-12,6.6268076144144e-09,-1.728115804031e-13,-1.728115826483e-13,0,3.7e-11,1,0.000181,3.2979054604717e-16,0.99999788849264,4.3037391565902e-07
7,0,0,7,1.3599188448613e-12,7.5503636934385e-09,-1.6377490299048e-13,-1.6377490517527e-13,0,3.7e-11,1,0.000181,6.9121971780476e-16,0.99999755877119,4.3037314718376e-07
8,0,0,8,1.518045875099e-12,8.4239936829154e-09,-1.547383146497e-13,-1.5473831676556e-13,0,3.7e-11,1,0.000181,1.3919455781863e-15,0.99999723887261,4.3037240160351e-07
9,0,0,9,1.6671363754348e-12,9.2476980932331e-09,-1.4570182045546e-13,-1.4570182249425e-13,0,3.7e-11,1,0.000181,2.6931256345797e-15,0.99999693003058,4.3037168179354e-07
10,0,0,10,1.8071904422452e-12,1.0021477456903e-08,-1.3666542378206e-13,-1.3666542573591e-13,0,3.7e-11,1,0.000181,5.0063267623354e-15,0.99999663343486,4.3037099052661e-07
11,0,0,11,1.938208174273e-12,1.0745332319505e-08,-1.2762912640274e-13,-1.2762912826412e-13,0,3.7e-11,1,0.000181,8.9414919944237e-15,0.99999635022858,4.3037033046692e-07
12,0,0,12,2.0601896710879e-12,1.1419263231192e-08,-1.1859292858897e-13,-1.1859293035071e-13,0,3.7e-11,1,0.000181,1.5343661620602e-14,0.99999608150351,4.3036970415888e-07
13,0,0,13,2.1731350316475e-12,1.2043270738727e-08,-1.0955682920982e-13,-1.0955683086533e-13,0,3.7e-11,1,0.000181,2.5297421284312e-14,0.99999582828417,4.3036911399017e-07
14,0,0,14,2.2770443529567e-12,1.2617355378084e-08,-1.0052082583124e-13,-1.0052082737393e-13,0,3.7e-11,1,0.000181,4.0072986943924e-14,0.99999559154016,4.3036856222049e-07
15,0,0,15,2.3719177288261e-12,1.314151766759e-08,-9.1484914815398e-14,-9.1484916239304e-14,0,3.7e-11,1,0.000181,6.098954554746e-14,0.99999537220395,4.3036805102296e-07
16,0,0,16,2.4577552487314e-12,1.3615758101615e-08,-8.2449091419945e-14,-8.2449092719578e-14,0,3.7e-11,1,0.000181,8.9184072570647e-14,0.99999517112197,4.3036758237024e-07
